index,MJ_2005,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,MJ_biocyc,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
867,MJ0788,unknown,712317,712541, ,@, ,MJ_RS04205,hypothetical protein, ,712314,712624,83 nucleotides difference,PSEUDO,0
868,MJ0789,unknown,712627,712974, ,@, ,MJ_RS04210,DUF2283 domain-containing protein, ,712624,712974,domain of unknown function,P,0
871,MJ0792,unknown,715513,715779, ,@, ,MJ_RS04225,hypothetical protein, ,715510,715779, ,P,0
878,MJ0796.1,unknown,720232,720645, ,@, ,MJ_RS04260,hypothetical protein, ,720232,720645, ,P,0
885,MJ0803,hypothetical protein >> family with MJ0695/MJ0696/MJ0210.1,726986,727501, ,@, ,MJ_RS04295,hypothetical protein, ,726983,727501, ,P,0
889,MJ0807,hypothetical protein >> family with MTH1632/AF1396,730151,730672, ,@, ,MJ_RS04315,DUF98 domain-containing protein, ,730148,730672,domain of unknown function,P,0
891,MJ0808.1,unknown,731938,732354, ,@, ,MJ_RS04325,hypothetical protein, ,731938,732354, ,P,0
894,MJ0810,hypothetical protein >> family with PH0010/AF1969/MTH857,733646,734257, ,@, ,MJ_RS04340,TIGR00296 family protein, ,733652,734257, ,P,0
895,MJ0811,hypothetical protein-[Escherichia coli] >> family with MJ0077,735677,734361, ,@, ,MJ_RS04345,hypothetical protein, ,734355,735674,opposite strand,P,0
900,MJ0816,hypothetical protein >> family with PH0517/MTH271,740526,739654, ,@, ,MJ_RS04370,hypothetical protein, ,739648,740541,opposite strand,P,0
902,MJ0818,unknown,741735,741127, ,@, ,MJ_RS04380,hypothetical protein, ,741121,741732,opposite strand,P,0
922,MJ0833,unknown,759020,758241, ,@, ,MJ_RS04455,hypothetical protein, ,758235,759068,opposite strand,P,0
923,MJ0834,unknown,759792,759085, ,@, ,MJ_RS04460,hypothetical protein, ,759079,759795,opposite strand,P,0
924,MJ0835,unknown,760954,759824, ,@, ,MJ_RS04465,DUF515 domain-containing protein, ,759818,760951,"opposite strand, domain of unknown function ",P,0
948,MJ0855,hypothetical protein >> N-terminus family with MJ0668/MJ1390; C-terminus family with MJ0716/MJ1642/MJ0739/MJ0745/MJ1460/MJ0150,779194,779877, ,@, ,MJ_RS04585,DUF2507 domain-containing protein, ,779191,779877,domain of unknown function,P,0
949,MJ0856,conserved hypothetical protein >> family with MTH1881,780540,779998, ,@, ,MJ_RS04590,DUF2096 family protein, ,779992,780519,"opposite strand, domain of unknown function ",P,0
952,MJ0858,hypothetical protein >> family with MTH1880,782320,781982, ,@, ,MJ_RS04600,DUF749 family protein, ,781976,782317,"opposite strand, domain of unknown function ",P,0
953,MJ0859,hypothetical protein >> family with PH1273,782848,782357, ,@, ,MJ_RS04605,DUF2118 domain-containing protein, ,782351,782836,"opposite strand, domain of unknown function ",P,0
985,MJ0889,hypothetical protein,819599,821002, ,@, ,MJ_RS04755,hypothetical protein, ,819593,821002, ,P,0
999,MJ0903,hypothetical protein >> family with MJ1292,831944,833857, ,@, ,MJ_RS04825,hypothetical protein, ,831926,833857, ,P,0
1000,MJ0904,unknown,833965,834549, ,@, ,MJ_RS04830,hypothetical protein, ,833962,834549, ,P,0
1022,MJ0921,hypothetical protein >> family with MTH1391/PH1812/MTH966/AF2259,852442,851573, ,@, ,MJ_RS04935,DUF1743 domain-containing protein, ,851567,852469,"opposite strand, domain of unknown function ",P,0
1028,MJ0926,unknown,856380,856640, ,@, ,MJ_RS04960,DUF2226 domain-containing protein, ,856281,856640,"99 nucleotides difference, domain of unknown function",P,0
1036,MJ0933,hypothetical protein >> family with MTH1592/PH0259/AF0706,862679,863392, ,@, ,MJ_RS05000,TIGR00297 family protein, ,862691,863392, ,P,0
1044,MJ0935,hypothetical protein >> family with PH1730/MTH1687/MTH1688,864826,865449, ,@, ,MJ_RS05040,DUF434 domain-containing protein, ,864823,865449,domain of unknown function,P,0
1053,MJ0943,unknown,875065,873872, ,@, ,MJ_RS05085,hypothetical protein, ,873866,875110,opposite strand,P,0
1055,MJ0945,hypothetical protein-[Thermotoga maritima],876360,875689, ,@, ,MJ_RS05095,DUF1080 domain-containing protein, ,875683,876357,"opposite strand, domain of unknown function ",P,0
1058,MJ0948,unknown,881233,880670, ,@, ,MJ_RS05110,hypothetical protein, ,880664,881230,opposite strand,P,0
1059,MJ0949,hypothetical protein >> family with MTH730/PH1612/,881639,881271, ,@, ,MJ_RS05115,DUF356 domain-containing protein, ,881265,881636,"opposite strand, domain of unknown function ",P,0
1067,MJ0956,unknown,887439,888218, ,@, ,MJ_RS05155,hypothetical protein, ,887436,888218, ,P,0
1068,MJ0957,hypothetical protein >> family with PH0973/PH0796,888221,889270, ,@, ,MJ_RS05160,hypothetical protein, ,888218,889270, ,P,0
1069,MJ0958,unknown,889278,890555, ,@, ,MJ_RS05165,hypothetical protein, ,889275,890555, ,P,0
1087,MJ0976,unknown,908465,909562, ,@, ,MJ_RS05255,hypothetical protein, ,908462,909562, ,P,0
1089,MJ0978,unknown,911250,911690, ,@, ,MJ_RS05265,hypothetical protein, ,911023,911690,227 nucleotides differnce,PSEUDO,0
1090,MJ0979,hypothetical protein,912311,911721, ,@, ,MJ_RS05270,hypothetical protein, ,911715,912308,opposite strand,P,0
1102,MJ0991,unknown,920182,920610, ,@, ,MJ_RS05330,hypothetical protein, ,920176,920610, ,P,0
1103,MJ0992,hypothetical protein >> family with MJ0628,920614,921144, ,@, ,MJ_RS05335,hypothetical protein, ,920611,921144, ,P,0
1107,MJ0995,unknown,924303,923638, ,@, ,MJ_RS05350,hypothetical protein, ,923632,924315,opposite strand,P,0
1110,MJ0998,unknown,926427,926014, ,@, ,MJ_RS05365,hypothetical protein, ,926008,926616,"opposite strand, 189 nucleotides difference",P,0
1130,MJ1017,unknown,946936,947544, ,@, ,MJ_RS05465,hypothetical protein, ,946933,947544, ,P,0
1134,MJ1021,unknown,951734,951246, ,@, ,MJ_RS05485,hypothetical protein, ,951240,951731,opposite strand,P,0
1135,MJ1022,hypothetical protein >> family with PH0135/MTH1665/AF0587/MTH1877,953676,951970, ,@, ,MJ_RS05490,DUF5591 domain-containing protein, ,951964,953673,"opposite strand, domain of unknown function ",P,0
1145,MJ1032,hypothetical protein >> family with AF2058/PH1903,963987,965084, ,@, ,MJ_RS05540,DUF373 family protein, ,963984,965084,domain of unknown function,P,0
1163,MJ1049,unknown,986887,987369, ,@, ,MJ_RS05625,hypothetical protein, ,986884,987369, ,P,0
1177,MJ1060,hypothetical protein,1000699,1002069, ,@, ,MJ_RS05685,hypothetical protein, ,1000455,1002068,244 nucleotides difference,P,0
1187,MJ1070,unknown,1011413,1010931, ,@, ,MJ_RS05730,hypothetical protein, ,1010924,1011397,opposite strand,P,0
1189,MJ1072,hypothetical protein >> family with MJ0023/MJ0349/MJ1074/MJ1107/MJECL16,1012711,1012364, ,@, ,MJ_RS05740,hypothetical protein, ,1012357,1012686,opposite strand,P,0
1191,MJ1074,hypothetical protein >> family with MJ0023/MJ0349/MJ1072/MJ1107/MJECL16,1014137,1013802, ,@, ,MJ_RS05750,hypothetical protein, ,1013795,1014133,opposite strand,P,0
1198,MJ1080,unknown,1021093,1020689, ,@, ,MJ_RS05785,hypothetical protein, ,1020685,1021074,opposite strand,PSEUDO,0
1203,MJ1085,unknown,1023635,1025161, ,@, ,MJ_RS05810,hypothetical protein, ,1023631,1025160, ,P,0
1213,MJ1095,hypothetical protein >> family with AF2259/MTH966/PH1812,1034349,1033090, ,@, ,MJ_RS05860,DUF1743 domain-containing protein, ,1033083,1034345,"opposite strand, domain of unknown function ",P,0
1226,MJ1106,hypothetical protein >> family with MTH236/AF0426,1046608,1046054, ,@, ,MJ_RS05920,DUF483 domain-containing protein, ,1046047,1046604,"opposite strand, domain of unknown function ",P,0
1227,MJ1107,hypothetical protein >> family with MJ0023/MJ0349/MJ1072/MJ1074/MJECL16,1047060,1046629, ,@, ,MJ_RS05925,hypothetical protein, ,1046622,1047071,opposite strand,P,0
1230,MJ1110,hypothetical protein >> family with MTH588,1052576,1051119, ,@, ,MJ_RS05940,DUF530 family protein, ,1051112,1052572,"opposite strand, domain of unknown function ",P,0
1234,MJ1114,hypothetical protein,1055797,1055222, ,@, ,MJ_RS05960,hypothetical protein, ,1055214,1055792,opposite strand ,P,0
1245,MJ1125,hypothetical protein >> family with MTH923,1066628,1066401, ,@, ,MJ_RS09350,hypothetical protein, ,1066180,1066533,"opposite strand, 95 & 221 nucleotides difference",PSEUDO,0
1257,MJ1137,hypothetical protein >> family with MTH1373/PH0936/AF1309/AF2371/MTH1099,1078609,1078037, ,@, ,MJ_RS06070,hypothetical protein, ,1078029,1078604,opposite strand,P,0
1261,MJ1141,hypothetical protein >> family with MTH559/AF0204,1080767,1081408, ,@, ,MJ_RS06090,DUF116 domain-containing protein, ,1080807,1081406,domain of unknown function,P,0
1271,MJ1150,hypothetical protein >> family with PH0071/MTH1316/AF1433,1088690,1089232, ,@, ,MJ_RS06140,DUF99 family protein, ,1088685,1089230,domain of unknown function,P,0
1272,MJ1151,hypothetical protein >> family with MJ1153/MJ1155/MJ1322,1089345,1089683, ,@, ,MJ_RS06145,hypothetical protein, ,1089349,1089681, ,P,0
1273,MJ1152,hypothetical protein >> family with MJ1153/MJ1155/MJ1151,1089689,1089904, ,@, ,MJ_RS06150,hypothetical protein, ,1089681,1089902, ,P,0
1274,MJ1153,hypothetical protein >> family with MJ1151/MJ1155/MJ1152,1089904,1090089, ,@, ,MJ_RS06155,hypothetical protein, ,1089938,1090087, ,P,0
1278,MJ1155.2,hypothetical protein >> family with AF1755,1094025,1094246, ,@, ,MJ_RS06175,hypothetical protein, ,1094025,1094246, ,P,0
1284,MJ1161,hypothetical protein,1102200,1102631, ,@, ,MJ_RS06205,hypothetical protein, ,1102126,1102629,74 nucleotides difference,P,0
1297,MJ1172,hypothetical protein,1111532,1111783, ,@, ,MJ_RS06265,DUF2683 family protein, ,1111536,1111781,domain of unknown function,P,0
1309,MJ1183,hypothetical protein >> family with MTH862 (region of similarity to TIP49),1122202,1122672, ,@, ,MJ_RS06315,DUF2124 family protein, ,1122197,1122670,domain of unknown function,P,0
1327,MJ1199,unknown,1145049,1144633, ,@, ,MJ_RS06405,hypothetical protein, ,1144625,1145056,opposite strand,P,0
1348,MJ1216,hypothetical protein >> family with MJ0125/MJ0127/MJ0434/MJ1380,1160235,1159873, ,@, ,MJ_RS06505,DUF86 domain-containing protein, ,1159865,1160230,"opposite strand, domain of unknown function ",P,0
1351,MJ1219,hypothetical protein,1162203,1161877, ,@, ,MJ_RS06520,hypothetical protein, ,1161869,1162174,opposite strand,P,0
1353,MJ1221,hypothetical membrane protein >> family with MJ0678,1164082,1164960, ,@, ,MJ_RS06530,TIGR00341 family protein, ,1164077,1164958, ,P,0
1355,MJ1223,hypothetical protein >> family with MTH1250,1165958,1165683, ,@, ,MJ_RS06540,hypothetical protein, ,1165675,1165953,opposite strand,P,0
1358,MJ1224,hypothetical protein >> family with MTH949/PH0358/AF0460,1167003,1166602, ,@, ,MJ_RS06550,DUF61 family protein, ,1166594,1167013,"opposite strand, domain of unknown function ",P,0
1374,MJ1240,unknown,1185619,1185329, ,@, ,MJ_RS06630,hypothetical protein, ,1185321,1185614,opposite strand,P,0
1375,MJ1241,unknown,1185855,1185646, ,@, ,MJ_RS06635,hypothetical protein, ,1185638,1185841,opposite strand,P,0
1383,MJ1248,unknown,1191180,1190725, ,@, ,MJ_RS06675,hypothetical protein, ,1190717,1191181,opposite strand,P,0
1388,MJ1251,hypothetical protein >> family with MTH1148,1194465,1194971, ,@, ,MJ_RS06700,UPF0254 family protein, ,1194466,1194969,uncharacterised protein family,P,0
1417,MJ1278,hypothetical protein >> family with MJ1279,1223722,1223186, ,@, ,MJ_RS06835,hypothetical protein, ,1223178,1223717,opposite strand,P,0
1418,MJ1279,hypothetical protein >> family with MJ1278,1224277,1223726, ,@, ,MJ_RS06840,hypothetical protein, ,1223718,1224263,opposite strand,P,0
1419,MJ1280,unknown,1224462,1224932, ,@, ,MJ_RS06845,hypothetical protein, ,1224457,1224930, ,P,0
1420,MJ1281,unknown,1224952,1227996, ,@, ,MJ_RS06850,hypothetical protein, ,1224947,1227994, ,P,0
1426,MJ1284,unknown,1232031,1231669, ,@, ,MJ_RS06870,hypothetical protein, ,1231661,1232026,opposite strand,P,0
1427,MJ1285,unknown,1232582,1232031, ,@, ,MJ_RS06875,hypothetical protein, ,1232023,1232577,opposite strand,P,0
1431,MJ1288.1,unknown,1235904,1236275, ,@, ,MJ_RS06890,hypothetical protein, ,1235904,1236275, ,P,0
1432,MJ1289,unknown,1236780,1236286, ,@, ,MJ_RS06895,hypothetical protein, ,1236278,1236775,opposite strand,P,0
1433,MJ1290,hypothetical protein >> family with MJ0345,1237715,1236780, ,@, ,MJ_RS06900,hypothetical protein, ,1236772,1237710,opposite strand,P,0
1434,MJ1291,hypothetical protein >> family with MJ1402/MJ1403,1238450,1237731, ,@, ,MJ_RS06905,hypothetical protein, ,1237723,1238445,opposite strand,P,0
1450,MJ1306,hypothetical protein >> family with MTH1242,1253302,1253054, ,@, ,MJ_RS06985,hypothetical protein, ,1253044,1253295,opposite strand,P,0
1452,MJ1308,hypothetical protein,1254443,1254117, ,@, ,MJ_RS06995,hypothetical protein, ,1254107,1254421,opposite strand,P,0
1457,MJ1313,hypothetical protein /hypothetical protein MTH1421/PH0354/AF2333,1258390,1259598, ,@, ,MJ_RS07020,DUF521 domain-containing protein, ,1258383,1259594,domain of unknown function,P,0
1460,MJ1316,hypothetical protein >> family with RPH01112/MTH1281/AF0420,1261608,1261835, ,@, ,MJ_RS07035,DUF504 domain-containing protein, ,1261601,1261831,domain of unknown function,P,0
1479,MJ1333,unknown,1282517,1282768, ,@, ,MJ_RS07125,hypothetical protein, ,1282510,1282764, ,P,0
1485,MJ1337,unknown,1285526,1286218, ,@, ,MJ_RS07150,hypothetical protein, ,1285519,1286214, ,P,0
1489,MJ1341,hypothetical protein >> family with MTH721,1289223,1288288, ,@, ,MJ_RS07170,hypothetical protein, ,1288278,1289216,opposite strand,P,0
1490,MJ1342,hypothetical protein >> family with MJ0207,1289462,1289800, ,@, ,MJ_RS07175,hypothetical protein, ,1289388,1289796,74 nucleotides difference,PSEUDO,0
1503,MJ1354,hypothetical protein,1304331,1304774, ,@, ,MJ_RS07245,hypothetical protein, ,1304333,1304770, ,P,0
1504,MJ1355,hypothetical protein,1304821,1306533, ,@, ,MJ_RS07250,DUF505 domain-containing protein, ,1304814,1306529,domain of unknown function,P,0
1505,MJ1356,hypothetical protein >> family with MJ1461,1306731,1307297, ,@, ,MJ_RS07255,hypothetical protein, ,1306724,1307293, ,P,0
1507,MJ1358,hypothetical protein-[Enterococcus faecalis],1309162,1308650, ,@, ,MJ_RS07265,hypothetical protein, ,1308640,1309098,"opposite strand, 64 nucleotides difference",P,0
1519,MJ1369,hypothetical protein >> family with AF2349,1318566,1319030, ,@, ,MJ_RS07325,hypothetical protein, ,1318574,1319026, ,P,0
1531,MJ1380,hypothetical protein >> family with MJ0125/MJ0127/MJ1216/MJ0434,1328821,1329054, ,@, ,MJ_RS07385,DUF86 domain-containing protein, ,1328814,1329050,domain of unknown function,P,0
1534,MJ1382,hypothetical protein /99% similar to MJECL36 >> family with AF2356/PH1033/MTH310,1331475,1331038, ,@, ,MJ_RS07395,EVE domain-containing protein, ,1331028,1331468,opposite strand,P,0
1546,MJ1393,hypothetical membrane protein >> family with MJ1394/AF2028,1341981,1343804, ,@, ,MJ_RS07445,hypothetical protein, ,1341974,1343800, ,P,0
1548,MJ1395,hypothetical protein >> family with AF2027,1347178,1347573, ,@, ,MJ_RS07455,hypothetical protein, ,1346863,1347603,315 nucleotides difference,PSEUDO,0
1550,MJ1397,hypothetical protein >> family with AF2026,1356459,1357907, ,@, ,MJ_RS07465,hypothetical protein, ,1356443,1357903, ,P,0
1557,MJ1402,hypothetical protein >> family with MJ1403/MJ1291,1364359,1363322, ,@, ,MJ_RS07495,hypothetical protein, ,1363312,1364352,opposite strand,P,0
1558,MJ1403,hypothetical protein >> family with MJ1402/MJ1291,1365796,1364675, ,@, ,MJ_RS07500,hypothetical protein, ,1364665,1365789,opposite strand,P,0
1562,MJ1407,hypothetical protein >> family with PH0353/AF0055/MTH1530,1368410,1368796, ,@, ,MJ_RS07525,DUF126 domain-containing protein, ,1368403,1368792,domain of unknown function,P,0
1564,MJ1409,unknown,1370735,1369941, ,@, ,MJ_RS07535,hypothetical protein, ,1369931,1370728,opposite strand,P,0
1565,MJ1410,hypothetical protein >> family with AF0058/PH0281/,1371312,1370836, ,@, ,MJ_RS07540,hypothetical protein, ,1370826,1371305,opposite strand,P,0
1569,MJ1414,unknown,1375809,1375096, ,@, ,MJ_RS07560,hypothetical protein, ,1375086,1375811,opposite strand,P,0
1573,MJ1417.1,unknown,1380381,1380818, ,@, ,MJ_RS07580,hypothetical protein, ,1380387,1380818, ,P,0
1576,MJ1419,hypothetical protein >> family with PHs058/MTH1407/RAG07440,1382003,1381716, ,@, ,MJ_RS07595,UPF0147 family protein, ,1381706,1381987,"opposite strand, uncharacterised protein family",P,0
1591,MJ1432,hypothetical protein-[Saccharomyces cerevisiae] >> family with MTH650/PH0734/AF1405,1402425,1402910, ,@, ,MJ_RS07665,DUF1947 domain-containing protein, ,1402418,1402906,domain of unknown function,P,0
1592,MJ1433,hypothetical protein >> family with MTH145,1403042,1403656, ,@, ,MJ_RS07670,hypothetical protein, ,1402909,1403652,133 nucleotides difference,P,0
1601,MJ1442,intein containing hypothetical protein,1412204,1412737, ,@, ,MJ_RS07715,hypothetical protein, ,1412167,1412733,no intein info in biocyc,P,0
1602,MJ1443,hypothetical protein >> family with AF0105/MJ1527/AF0736,1412786,1413102, ,@, ,MJ_RS07720,DUF4870 domain-containing protein, ,1412770,1413102,domain of unknown function,P,0
1612,MJ1453,hypothetical protein >> family with MTH863,1423400,1423975, ,@, ,MJ_RS07770,DUF447 family protein, ,1423393,1423971,domain of unknown function,P,0
1614,MJ1455,unknown,1425645,1424731, ,@, ,MJ_RS07780,hypothetical protein, ,1424721,1425638,opposite strand,P,0
1616,MJ1457,unknown,1427023,1427424, ,@, ,MJ_RS07790,hypothetical protein, ,1427013,1427420, ,P,0
1617,MJ1458,hypothetical protein >> family with AF1403/MTH1235,1427489,1428142, ,@, ,MJ_RS07795,DUF5612 domain-containing protein, ,1427482,1428138,domain of unknown function,P,0
1619,MJ1460,hypothetical protein >> family with MJ0716/MJ1642/MJ0739/MJ0745/C-MJ0855/MJ0150,1430421,1429945, ,@, ,MJ_RS07805,hypothetical protein, ,1429935,1430414,opposite strand,P,0
1620,MJ1461,hypothetical protein >> family with MJ1356,1431110,1430562, ,@, ,MJ_RS07810,hypothetical protein, ,1430552,1431151,opposite strand,P,0
1621,MJ1462,unknown,1431505,1431260, ,@, ,MJ_RS07815,hypothetical protein, ,1431250,1431498,opposite strand,P,0
1622,MJ1463,hypothetical protein >> family with PH1314,1432230,1431532, ,@, ,MJ_RS07820,TIGR00703 family protein, ,1431522,1432223,opposite strand,P,0
1626,MJ1467,unknown,1436633,1437010, ,@, ,MJ_RS07840,hypothetical protein, ,1436452,1437006,181 nucleotides difference,P,0
1630,MJ1470,hypothetical protein >> family with PH1343/MJ1472,1440749,1442620, ,@, ,MJ_RS07860,DUF2341 domain-containing protein, ,1440742,1442616,domain of unknown function,P,0
1631,MJ1471,unknown,1442596,1443153, ,@, ,MJ_RS07865,hypothetical protein, ,1442613,1443149, ,P,0
1632,MJ1472,hypothetical protein >> family with MJ1470,1443167,1444798, ,@, ,MJ_RS07870,DUF2341 domain-containing protein, ,1443160,1444794,domain of unknown function,P,0
1635,MJ1475,hypothetical protein >> family with PH1560/MTH589,1446449,1446823, ,@, ,MJ_RS07885,DUF1699 family protein, ,1446442,1446819,domain of unknown function,P,0
1640,MJ1479.1,hypothetical protein,1450998,1451387, ,@, ,MJ_RS07910,hypothetical protein, ,1450998,1451312,75 nucleotides difference,P,0
1641,MJ1480,hypothetical protein >> family with MTH867/AF1278,1451460,1452722, ,@, ,MJ_RS07915,TIGR00300 family protein, ,1451447,1452718, ,P,0
1642,MJ1481,hypothetical protein >> family with MTH1195,1452737,1453375, ,@, ,MJ_RS07920,DUF2100 domain-containing protein, ,1452730,1453371,domain of unknown function,P,0
